#name, hash, bec, layer, phi, eta
L2_B05_S1_A6_M1A, 1314, 0, 3, 7, 1
L2_B05_S1_A6_M2A, 1315, 0, 3, 7, 2
L2_B05_S1_A6_M3A, 1316, 0, 3, 7, 3
L2_B05_S1_A6_M4A, 1317, 0, 3, 7, 4
L2_B05_S1_A6_M5A, 1318, 0, 3, 7, 5
L2_B05_S1_A6_M6A, 1319, 0, 3, 7, 6
L2_B05_S2_C6_M6C, 1320, 0, 3, 8, -6
L2_B05_S2_C6_M5C, 1321, 0, 3, 8, -5
L2_B05_S2_C6_M4C, 1322, 0, 3, 8, -4
L2_B05_S2_C6_M3C, 1323, 0, 3, 8, -3
L2_B05_S2_C6_M2C, 1324, 0, 3, 8, -2
L2_B05_S2_C6_M1C, 1325, 0, 3, 8, -1
L2_B05_S2_A7_M0, 1326, 0, 3, 8, 0
L2_B05_S2_A7_M1A, 1327, 0, 3, 8, 1
L2_B05_S2_A7_M2A, 1328, 0, 3, 8, 2
L2_B05_S2_A7_M3A, 1329, 0, 3, 8, 3
L2_B05_S2_A7_M4A, 1330, 0, 3, 8, 4
L2_B05_S2_A7_M5A, 1331, 0, 3, 8, 5
L2_B05_S2_A7_M6A, 1332, 0, 3, 8, 6
L2_B06_S1_C7_M6C, 1333, 0, 3, 9, -6
L2_B06_S1_C7_M5C, 1334, 0, 3, 9, -5
L2_B06_S1_C7_M4C, 1335, 0, 3, 9, -4
L2_B06_S1_C7_M3C, 1336, 0, 3, 9, -3
L2_B06_S1_C7_M2C, 1337, 0, 3, 9, -2
L2_B06_S1_C7_M1C, 1338, 0, 3, 9, -1
L2_B06_S1_C7_M0, 1339, 0, 3, 9, 0
L2_B06_S1_A6_M1A, 1340, 0, 3, 9, 1
L2_B06_S1_A6_M2A, 1341, 0, 3, 9, 2
L2_B06_S1_A6_M3A, 1342, 0, 3, 9, 3
L2_B06_S1_A6_M4A, 1343, 0, 3, 9, 4
L2_B06_S1_A6_M5A, 1344, 0, 3, 9, 5
L2_B06_S1_A6_M6A, 1345, 0, 3, 9, 6
L2_B06_S2_C6_M6C, 1346, 0, 3, 10, -6
L2_B06_S2_C6_M5C, 1347, 0, 3, 10, -5
L2_B06_S2_C6_M4C, 1348, 0, 3, 10, -4
L2_B06_S2_C6_M3C, 1349, 0, 3, 10, -3
L2_B06_S2_C6_M2C, 1350, 0, 3, 10, -2
L2_B06_S2_C6_M1C, 1351, 0, 3, 10, -1
L2_B06_S2_A7_M0, 1352, 0, 3, 10, 0
L2_B06_S2_A7_M1A, 1353, 0, 3, 10, 1
L2_B06_S2_A7_M2A, 1354, 0, 3, 10, 2
L2_B06_S2_A7_M3A, 1355, 0, 3, 10, 3
L2_B06_S2_A7_M4A, 1356, 0, 3, 10, 4
L2_B06_S2_A7_M5A, 1357, 0, 3, 10, 5
L2_B06_S2_A7_M6A, 1358, 0, 3, 10, 6
L2_B07_S1_C7_M6C, 1359, 0, 3, 11, -6
L2_B07_S1_C7_M5C, 1360, 0, 3, 11, -5
L2_B07_S1_C7_M4C, 1361, 0, 3, 11, -4
L2_B07_S1_C7_M3C, 1362, 0, 3, 11, -3
L2_B07_S1_C7_M2C, 1363, 0, 3, 11, -2
L2_B07_S1_C7_M1C, 1364, 0, 3, 11, -1
L2_B07_S1_C7_M0, 1365, 0, 3, 11, 0
L2_B07_S1_A6_M1A, 1366, 0, 3, 11, 1
L2_B07_S1_A6_M2A, 1367, 0, 3, 11, 2
L2_B07_S1_A6_M3A, 1368, 0, 3, 11, 3
L2_B07_S1_A6_M4A, 1369, 0, 3, 11, 4
L2_B07_S1_A6_M5A, 1370, 0, 3, 11, 5
L2_B07_S1_A6_M6A, 1371, 0, 3, 11, 6
L2_B07_S2_C6_M6C, 1372, 0, 3, 12, -6
L2_B07_S2_C6_M5C, 1373, 0, 3, 12, -5
L2_B07_S2_C6_M4C, 1374, 0, 3, 12, -4
L2_B07_S2_C6_M3C, 1375, 0, 3, 12, -3
L2_B07_S2_C6_M2C, 1376, 0, 3, 12, -2
L2_B07_S2_C6_M1C, 1377, 0, 3, 12, -1
L2_B07_S2_A7_M0, 1378, 0, 3, 12, 0
L2_B07_S2_A7_M1A, 1379, 0, 3, 12, 1
L2_B07_S2_A7_M2A, 1380, 0, 3, 12, 2
L2_B07_S2_A7_M3A, 1381, 0, 3, 12, 3
L2_B07_S2_A7_M4A, 1382, 0, 3, 12, 4
L2_B07_S2_A7_M5A, 1383, 0, 3, 12, 5
L2_B07_S2_A7_M6A, 1384, 0, 3, 12, 6
L2_B08_S1_C7_M6C, 1385, 0, 3, 13, -6
L2_B08_S1_C7_M5C, 1386, 0, 3, 13, -5
L2_B08_S1_C7_M4C, 1387, 0, 3, 13, -4
L2_B08_S1_C7_M3C, 1388, 0, 3, 13, -3
L2_B08_S1_C7_M2C, 1389, 0, 3, 13, -2
L2_B08_S1_C7_M1C, 1390, 0, 3, 13, -1
L2_B08_S1_C7_M0, 1391, 0, 3, 13, 0
L2_B08_S1_A6_M1A, 1392, 0, 3, 13, 1
L2_B08_S1_A6_M2A, 1393, 0, 3, 13, 2
L2_B08_S1_A6_M3A, 1394, 0, 3, 13, 3
L2_B08_S1_A6_M4A, 1395, 0, 3, 13, 4
L2_B08_S1_A6_M5A, 1396, 0, 3, 13, 5
L2_B08_S1_A6_M6A, 1397, 0, 3, 13, 6
L2_B08_S2_C6_M6C, 1398, 0, 3, 14, -6
L2_B08_S2_C6_M5C, 1399, 0, 3, 14, -5
L2_B08_S2_C6_M4C, 1400, 0, 3, 14, -4
L2_B08_S2_C6_M3C, 1401, 0, 3, 14, -3
L2_B08_S2_C6_M2C, 1402, 0, 3, 14, -2
L2_B08_S2_C6_M1C, 1403, 0, 3, 14, -1
L2_B08_S2_A7_M0, 1404, 0, 3, 14, 0
L2_B08_S2_A7_M1A, 1405, 0, 3, 14, 1
L2_B08_S2_A7_M2A, 1406, 0, 3, 14, 2
L2_B08_S2_A7_M3A, 1407, 0, 3, 14, 3
L2_B08_S2_A7_M4A, 1408, 0, 3, 14, 4
L2_B08_S2_A7_M5A, 1409, 0, 3, 14, 5
L2_B08_S2_A7_M6A, 1410, 0, 3, 14, 6
L2_B09_S1_C7_M6C, 1411, 0, 3, 15, -6
L2_B09_S1_C7_M5C, 1412, 0, 3, 15, -5
L2_B09_S1_C7_M4C, 1413, 0, 3, 15, -4
L2_B09_S1_C7_M3C, 1414, 0, 3, 15, -3
L2_B09_S1_C7_M2C, 1415, 0, 3, 15, -2
L2_B09_S1_C7_M1C, 1416, 0, 3, 15, -1
L2_B09_S1_C7_M0, 1417, 0, 3, 15, 0
L2_B09_S1_A6_M1A, 1418, 0, 3, 15, 1
L2_B09_S1_A6_M2A, 1419, 0, 3, 15, 2
L2_B09_S1_A6_M3A, 1420, 0, 3, 15, 3
L2_B09_S1_A6_M4A, 1421, 0, 3, 15, 4
L2_B09_S1_A6_M5A, 1422, 0, 3, 15, 5
L2_B09_S1_A6_M6A, 1423, 0, 3, 15, 6
L2_B09_S2_C6_M6C, 1424, 0, 3, 16, -6
L2_B09_S2_C6_M5C, 1425, 0, 3, 16, -5
L2_B09_S2_C6_M4C, 1426, 0, 3, 16, -4
L2_B09_S2_C6_M3C, 1427, 0, 3, 16, -3
L2_B09_S2_C6_M2C, 1428, 0, 3, 16, -2
L2_B09_S2_C6_M1C, 1429, 0, 3, 16, -1
L2_B09_S2_A7_M0, 1430, 0, 3, 16, 0
L2_B09_S2_A7_M1A, 1431, 0, 3, 16, 1
L2_B09_S2_A7_M2A, 1432, 0, 3, 16, 2
L2_B09_S2_A7_M3A, 1433, 0, 3, 16, 3
L2_B09_S2_A7_M4A, 1434, 0, 3, 16, 4
L2_B09_S2_A7_M5A, 1435, 0, 3, 16, 5
L2_B09_S2_A7_M6A, 1436, 0, 3, 16, 6
L2_B10_S1_C7_M6C, 1437, 0, 3, 17, -6
L2_B10_S1_C7_M5C, 1438, 0, 3, 17, -5
L2_B10_S1_C7_M4C, 1439, 0, 3, 17, -4
L2_B10_S1_C7_M3C, 1440, 0, 3, 17, -3
L2_B10_S1_C7_M2C, 1441, 0, 3, 17, -2
L2_B10_S1_C7_M1C, 1442, 0, 3, 17, -1
L2_B10_S1_C7_M0, 1443, 0, 3, 17, 0
L2_B10_S1_A6_M1A, 1444, 0, 3, 17, 1
L2_B10_S1_A6_M2A, 1445, 0, 3, 17, 2
L2_B10_S1_A6_M3A, 1446, 0, 3, 17, 3
L2_B10_S1_A6_M4A, 1447, 0, 3, 17, 4
L2_B10_S1_A6_M5A, 1448, 0, 3, 17, 5
L2_B10_S1_A6_M6A, 1449, 0, 3, 17, 6
L2_B10_S2_C6_M6C, 1450, 0, 3, 18, -6
L2_B10_S2_C6_M5C, 1451, 0, 3, 18, -5
L2_B10_S2_C6_M4C, 1452, 0, 3, 18, -4
L2_B10_S2_C6_M3C, 1453, 0, 3, 18, -3
L2_B10_S2_C6_M2C, 1454, 0, 3, 18, -2
L2_B10_S2_C6_M1C, 1455, 0, 3, 18, -1
L2_B10_S2_A7_M0, 1456, 0, 3, 18, 0
L2_B10_S2_A7_M1A, 1457, 0, 3, 18, 1
L2_B10_S2_A7_M2A, 1458, 0, 3, 18, 2
L2_B10_S2_A7_M3A, 1459, 0, 3, 18, 3
L2_B10_S2_A7_M4A, 1460, 0, 3, 18, 4
L2_B10_S2_A7_M5A, 1461, 0, 3, 18, 5
L2_B10_S2_A7_M6A, 1462, 0, 3, 18, 6
L2_B11_S1_C7_M6C, 1463, 0, 3, 19, -6
L2_B11_S1_C7_M5C, 1464, 0, 3, 19, -5
L2_B11_S1_C7_M4C, 1465, 0, 3, 19, -4
L2_B11_S1_C7_M3C, 1466, 0, 3, 19, -3
L2_B11_S1_C7_M2C, 1467, 0, 3, 19, -2
L2_B11_S1_C7_M1C, 1468, 0, 3, 19, -1
L2_B11_S1_C7_M0, 1469, 0, 3, 19, 0
L2_B11_S1_A6_M1A, 1470, 0, 3, 19, 1
L2_B11_S1_A6_M2A, 1471, 0, 3, 19, 2
L2_B11_S1_A6_M3A, 1472, 0, 3, 19, 3
L2_B11_S1_A6_M4A, 1473, 0, 3, 19, 4
L2_B11_S1_A6_M5A, 1474, 0, 3, 19, 5
L2_B11_S1_A6_M6A, 1475, 0, 3, 19, 6
L2_B11_S2_C6_M6C, 1476, 0, 3, 20, -6
L2_B11_S2_C6_M5C, 1477, 0, 3, 20, -5
L2_B11_S2_C6_M4C, 1478, 0, 3, 20, -4
L2_B11_S2_C6_M3C, 1479, 0, 3, 20, -3
L2_B11_S2_C6_M2C, 1480, 0, 3, 20, -2
L2_B11_S2_C6_M1C, 1481, 0, 3, 20, -1
L2_B11_S2_A7_M0, 1482, 0, 3, 20, 0
L2_B11_S2_A7_M1A, 1483, 0, 3, 20, 1
L2_B11_S2_A7_M2A, 1484, 0, 3, 20, 2
L2_B11_S2_A7_M3A, 1485, 0, 3, 20, 3
L2_B11_S2_A7_M4A, 1486, 0, 3, 20, 4
L2_B11_S2_A7_M5A, 1487, 0, 3, 20, 5
L2_B11_S2_A7_M6A, 1488, 0, 3, 20, 6
L2_B12_S1_C7_M6C, 1489, 0, 3, 21, -6
L2_B12_S1_C7_M5C, 1490, 0, 3, 21, -5
L2_B12_S1_C7_M4C, 1491, 0, 3, 21, -4
L2_B12_S1_C7_M3C, 1492, 0, 3, 21, -3
L2_B12_S1_C7_M2C, 1493, 0, 3, 21, -2
L2_B12_S1_C7_M1C, 1494, 0, 3, 21, -1
L2_B12_S1_C7_M0, 1495, 0, 3, 21, 0
L2_B12_S1_A6_M1A, 1496, 0, 3, 21, 1
L2_B12_S1_A6_M2A, 1497, 0, 3, 21, 2
L2_B12_S1_A6_M3A, 1498, 0, 3, 21, 3
L2_B12_S1_A6_M4A, 1499, 0, 3, 21, 4
L2_B12_S1_A6_M5A, 1500, 0, 3, 21, 5
L2_B12_S1_A6_M6A, 1501, 0, 3, 21, 6
L2_B12_S2_C6_M6C, 1502, 0, 3, 22, -6
L2_B12_S2_C6_M5C, 1503, 0, 3, 22, -5
L2_B12_S2_C6_M4C, 1504, 0, 3, 22, -4
L2_B12_S2_C6_M3C, 1505, 0, 3, 22, -3
L2_B12_S2_C6_M2C, 1506, 0, 3, 22, -2
L2_B12_S2_C6_M1C, 1507, 0, 3, 22, -1
L2_B12_S2_A7_M0, 1508, 0, 3, 22, 0
L2_B12_S2_A7_M1A, 1509, 0, 3, 22, 1
L2_B12_S2_A7_M2A, 1510, 0, 3, 22, 2
L2_B12_S2_A7_M3A, 1511, 0, 3, 22, 3
L2_B12_S2_A7_M4A, 1512, 0, 3, 22, 4
L2_B12_S2_A7_M5A, 1513, 0, 3, 22, 5
L2_B12_S2_A7_M6A, 1514, 0, 3, 22, 6
L2_B13_S1_C7_M6C, 1515, 0, 3, 23, -6
L2_B13_S1_C7_M5C, 1516, 0, 3, 23, -5
L2_B13_S1_C7_M4C, 1517, 0, 3, 23, -4
L2_B13_S1_C7_M3C, 1518, 0, 3, 23, -3
L2_B13_S1_C7_M2C, 1519, 0, 3, 23, -2
L2_B13_S1_C7_M1C, 1520, 0, 3, 23, -1
L2_B13_S1_C7_M0, 1521, 0, 3, 23, 0
L2_B13_S1_A6_M1A, 1522, 0, 3, 23, 1
L2_B13_S1_A6_M2A, 1523, 0, 3, 23, 2
L2_B13_S1_A6_M3A, 1524, 0, 3, 23, 3
L2_B13_S1_A6_M4A, 1525, 0, 3, 23, 4
L2_B13_S1_A6_M5A, 1526, 0, 3, 23, 5
L2_B13_S1_A6_M6A, 1527, 0, 3, 23, 6
L2_B13_S2_C6_M6C, 1528, 0, 3, 24, -6
L2_B13_S2_C6_M5C, 1529, 0, 3, 24, -5
L2_B13_S2_C6_M4C, 1530, 0, 3, 24, -4
L2_B13_S2_C6_M3C, 1531, 0, 3, 24, -3
L2_B13_S2_C6_M2C, 1532, 0, 3, 24, -2
L2_B13_S2_C6_M1C, 1533, 0, 3, 24, -1
L2_B13_S2_A7_M0, 1534, 0, 3, 24, 0
L2_B13_S2_A7_M1A, 1535, 0, 3, 24, 1
L2_B13_S2_A7_M2A, 1536, 0, 3, 24, 2
L2_B13_S2_A7_M3A, 1537, 0, 3, 24, 3
L2_B13_S2_A7_M4A, 1538, 0, 3, 24, 4
L2_B13_S2_A7_M5A, 1539, 0, 3, 24, 5
L2_B13_S2_A7_M6A, 1540, 0, 3, 24, 6
L2_B14_S1_C7_M6C, 1541, 0, 3, 25, -6
L2_B14_S1_C7_M5C, 1542, 0, 3, 25, -5
L2_B14_S1_C7_M4C, 1543, 0, 3, 25, -4
L2_B14_S1_C7_M3C, 1544, 0, 3, 25, -3
L2_B14_S1_C7_M2C, 1545, 0, 3, 25, -2
L2_B14_S1_C7_M1C, 1546, 0, 3, 25, -1
L2_B14_S1_C7_M0, 1547, 0, 3, 25, 0
L2_B14_S1_A6_M1A, 1548, 0, 3, 25, 1
L2_B14_S1_A6_M2A, 1549, 0, 3, 25, 2
L2_B14_S1_A6_M3A, 1550, 0, 3, 25, 3
L2_B14_S1_A6_M4A, 1551, 0, 3, 25, 4
L2_B14_S1_A6_M5A, 1552, 0, 3, 25, 5
L2_B14_S1_A6_M6A, 1553, 0, 3, 25, 6
L2_B14_S2_C6_M6C, 1554, 0, 3, 26, -6
L2_B14_S2_C6_M5C, 1555, 0, 3, 26, -5
L2_B14_S2_C6_M4C, 1556, 0, 3, 26, -4
L2_B14_S2_C6_M3C, 1557, 0, 3, 26, -3
L2_B14_S2_C6_M2C, 1558, 0, 3, 26, -2
L2_B14_S2_C6_M1C, 1559, 0, 3, 26, -1
L2_B14_S2_A7_M0, 1560, 0, 3, 26, 0
L2_B14_S2_A7_M1A, 1561, 0, 3, 26, 1
L2_B14_S2_A7_M2A, 1562, 0, 3, 26, 2
L2_B14_S2_A7_M3A, 1563, 0, 3, 26, 3
L2_B14_S2_A7_M4A, 1564, 0, 3, 26, 4
L2_B14_S2_A7_M5A, 1565, 0, 3, 26, 5
L2_B14_S2_A7_M6A, 1566, 0, 3, 26, 6
L2_B15_S1_C7_M6C, 1567, 0, 3, 27, -6
L2_B15_S1_C7_M5C, 1568, 0, 3, 27, -5
L2_B15_S1_C7_M4C, 1569, 0, 3, 27, -4
L2_B15_S1_C7_M3C, 1570, 0, 3, 27, -3
L2_B15_S1_C7_M2C, 1571, 0, 3, 27, -2
L2_B15_S1_C7_M1C, 1572, 0, 3, 27, -1
L2_B15_S1_C7_M0, 1573, 0, 3, 27, 0
L2_B15_S1_A6_M1A, 1574, 0, 3, 27, 1
L2_B15_S1_A6_M2A, 1575, 0, 3, 27, 2
L2_B15_S1_A6_M3A, 1576, 0, 3, 27, 3
L2_B15_S1_A6_M4A, 1577, 0, 3, 27, 4
L2_B15_S1_A6_M5A, 1578, 0, 3, 27, 5
L2_B15_S1_A6_M6A, 1579, 0, 3, 27, 6
L2_B15_S2_C6_M6C, 1580, 0, 3, 28, -6
L2_B15_S2_C6_M5C, 1581, 0, 3, 28, -5
L2_B15_S2_C6_M4C, 1582, 0, 3, 28, -4
L2_B15_S2_C6_M3C, 1583, 0, 3, 28, -3
L2_B15_S2_C6_M2C, 1584, 0, 3, 28, -2
L2_B15_S2_C6_M1C, 1585, 0, 3, 28, -1
L2_B15_S2_A7_M0, 1586, 0, 3, 28, 0
L2_B15_S2_A7_M1A, 1587, 0, 3, 28, 1
L2_B15_S2_A7_M2A, 1588, 0, 3, 28, 2
L2_B15_S2_A7_M3A, 1589, 0, 3, 28, 3
L2_B15_S2_A7_M4A, 1590, 0, 3, 28, 4
L2_B15_S2_A7_M5A, 1591, 0, 3, 28, 5
L2_B15_S2_A7_M6A, 1592, 0, 3, 28, 6
L2_B16_S1_C7_M6C, 1593, 0, 3, 29, -6
L2_B16_S1_C7_M5C, 1594, 0, 3, 29, -5
L2_B16_S1_C7_M4C, 1595, 0, 3, 29, -4
L2_B16_S1_C7_M3C, 1596, 0, 3, 29, -3
L2_B16_S1_C7_M2C, 1597, 0, 3, 29, -2
L2_B16_S1_C7_M1C, 1598, 0, 3, 29, -1
L2_B16_S1_C7_M0, 1599, 0, 3, 29, 0
L2_B16_S1_A6_M1A, 1600, 0, 3, 29, 1
L2_B16_S1_A6_M2A, 1601, 0, 3, 29, 2
L2_B16_S1_A6_M3A, 1602, 0, 3, 29, 3
L2_B16_S1_A6_M4A, 1603, 0, 3, 29, 4
L2_B16_S1_A6_M5A, 1604, 0, 3, 29, 5
L2_B16_S1_A6_M6A, 1605, 0, 3, 29, 6
L2_B16_S2_C6_M6C, 1606, 0, 3, 30, -6
L2_B16_S2_C6_M5C, 1607, 0, 3, 30, -5
L2_B16_S2_C6_M4C, 1608, 0, 3, 30, -4
L2_B16_S2_C6_M3C, 1609, 0, 3, 30, -3
L2_B16_S2_C6_M2C, 1610, 0, 3, 30, -2
L2_B16_S2_C6_M1C, 1611, 0, 3, 30, -1
L2_B16_S2_A7_M0, 1612, 0, 3, 30, 0
L2_B16_S2_A7_M1A, 1613, 0, 3, 30, 1
L2_B16_S2_A7_M2A, 1614, 0, 3, 30, 2
L2_B16_S2_A7_M3A, 1615, 0, 3, 30, 3
L2_B16_S2_A7_M4A, 1616, 0, 3, 30, 4
L2_B16_S2_A7_M5A, 1617, 0, 3, 30, 5
L2_B16_S2_A7_M6A, 1618, 0, 3, 30, 6
L2_B17_S1_C7_M6C, 1619, 0, 3, 31, -6
L2_B17_S1_C7_M5C, 1620, 0, 3, 31, -5
L2_B17_S1_C7_M4C, 1621, 0, 3, 31, -4
L2_B17_S1_C7_M3C, 1622, 0, 3, 31, -3
L2_B17_S1_C7_M2C, 1623, 0, 3, 31, -2
L2_B17_S1_C7_M1C, 1624, 0, 3, 31, -1
L2_B17_S1_C7_M0, 1625, 0, 3, 31, 0
L2_B17_S1_A6_M1A, 1626, 0, 3, 31, 1
L2_B17_S1_A6_M2A, 1627, 0, 3, 31, 2
L2_B17_S1_A6_M3A, 1628, 0, 3, 31, 3
L2_B17_S1_A6_M4A, 1629, 0, 3, 31, 4
L2_B17_S1_A6_M5A, 1630, 0, 3, 31, 5
L2_B17_S1_A6_M6A, 1631, 0, 3, 31, 6
L2_B17_S2_C6_M6C, 1632, 0, 3, 32, -6
L2_B17_S2_C6_M5C, 1633, 0, 3, 32, -5
L2_B17_S2_C6_M4C, 1634, 0, 3, 32, -4
L2_B17_S2_C6_M3C, 1635, 0, 3, 32, -3
L2_B17_S2_C6_M2C, 1636, 0, 3, 32, -2
L2_B17_S2_C6_M1C, 1637, 0, 3, 32, -1
L2_B17_S2_A7_M0, 1638, 0, 3, 32, 0
L2_B17_S2_A7_M1A, 1639, 0, 3, 32, 1
L2_B17_S2_A7_M2A, 1640, 0, 3, 32, 2
L2_B17_S2_A7_M3A, 1641, 0, 3, 32, 3
L2_B17_S2_A7_M4A, 1642, 0, 3, 32, 4
L2_B17_S2_A7_M5A, 1643, 0, 3, 32, 5
L2_B17_S2_A7_M6A, 1644, 0, 3, 32, 6
L2_B18_S1_C7_M6C, 1645, 0, 3, 33, -6
L2_B18_S1_C7_M5C, 1646, 0, 3, 33, -5
L2_B18_S1_C7_M4C, 1647, 0, 3, 33, -4
L2_B18_S1_C7_M3C, 1648, 0, 3, 33, -3
L2_B18_S1_C7_M2C, 1649, 0, 3, 33, -2
L2_B18_S1_C7_M1C, 1650, 0, 3, 33, -1
L2_B18_S1_C7_M0, 1651, 0, 3, 33, 0
L2_B18_S1_A6_M1A, 1652, 0, 3, 33, 1
L2_B18_S1_A6_M2A, 1653, 0, 3, 33, 2
L2_B18_S1_A6_M3A, 1654, 0, 3, 33, 3
L2_B18_S1_A6_M4A, 1655, 0, 3, 33, 4
L2_B18_S1_A6_M5A, 1656, 0, 3, 33, 5
L2_B18_S1_A6_M6A, 1657, 0, 3, 33, 6
L2_B18_S2_C6_M6C, 1658, 0, 3, 34, -6
L2_B18_S2_C6_M5C, 1659, 0, 3, 34, -5
L2_B18_S2_C6_M4C, 1660, 0, 3, 34, -4
L2_B18_S2_C6_M3C, 1661, 0, 3, 34, -3
L2_B18_S2_C6_M2C, 1662, 0, 3, 34, -2
L2_B18_S2_C6_M1C, 1663, 0, 3, 34, -1
L2_B18_S2_A7_M0, 1664, 0, 3, 34, 0
L2_B18_S2_A7_M1A, 1665, 0, 3, 34, 1
L2_B18_S2_A7_M2A, 1666, 0, 3, 34, 2
L2_B18_S2_A7_M3A, 1667, 0, 3, 34, 3
L2_B18_S2_A7_M4A, 1668, 0, 3, 34, 4
L2_B18_S2_A7_M5A, 1669, 0, 3, 34, 5
L2_B18_S2_A7_M6A, 1670, 0, 3, 34, 6
L2_B19_S1_C7_M6C, 1671, 0, 3, 35, -6
L2_B19_S1_C7_M5C, 1672, 0, 3, 35, -5
L2_B19_S1_C7_M4C, 1673, 0, 3, 35, -4
L2_B19_S1_C7_M3C, 1674, 0, 3, 35, -3
L2_B19_S1_C7_M2C, 1675, 0, 3, 35, -2
L2_B19_S1_C7_M1C, 1676, 0, 3, 35, -1
L2_B19_S1_C7_M0, 1677, 0, 3, 35, 0
L2_B19_S1_A6_M1A, 1678, 0, 3, 35, 1
L2_B19_S1_A6_M2A, 1679, 0, 3, 35, 2
L2_B19_S1_A6_M3A, 1680, 0, 3, 35, 3
L2_B19_S1_A6_M4A, 1681, 0, 3, 35, 4
L2_B19_S1_A6_M5A, 1682, 0, 3, 35, 5
L2_B19_S1_A6_M6A, 1683, 0, 3, 35, 6
L2_B19_S2_C6_M6C, 1684, 0, 3, 36, -6
L2_B19_S2_C6_M5C, 1685, 0, 3, 36, -5
L2_B19_S2_C6_M4C, 1686, 0, 3, 36, -4
L2_B19_S2_C6_M3C, 1687, 0, 3, 36, -3
L2_B19_S2_C6_M2C, 1688, 0, 3, 36, -2
L2_B19_S2_C6_M1C, 1689, 0, 3, 36, -1
L2_B19_S2_A7_M0, 1690, 0, 3, 36, 0
L2_B19_S2_A7_M1A, 1691, 0, 3, 36, 1
L2_B19_S2_A7_M2A, 1692, 0, 3, 36, 2
L2_B19_S2_A7_M3A, 1693, 0, 3, 36, 3
L2_B19_S2_A7_M4A, 1694, 0, 3, 36, 4
L2_B19_S2_A7_M5A, 1695, 0, 3, 36, 5
L2_B19_S2_A7_M6A, 1696, 0, 3, 36, 6
L2_B20_S1_C7_M6C, 1697, 0, 3, 37, -6
L2_B20_S1_C7_M5C, 1698, 0, 3, 37, -5
L2_B20_S1_C7_M4C, 1699, 0, 3, 37, -4
L2_B20_S1_C7_M3C, 1700, 0, 3, 37, -3
L2_B20_S1_C7_M2C, 1701, 0, 3, 37, -2
L2_B20_S1_C7_M1C, 1702, 0, 3, 37, -1
L2_B20_S1_C7_M0, 1703, 0, 3, 37, 0
L2_B20_S1_A6_M1A, 1704, 0, 3, 37, 1
L2_B20_S1_A6_M2A, 1705, 0, 3, 37, 2
L2_B20_S1_A6_M3A, 1706, 0, 3, 37, 3
L2_B20_S1_A6_M4A, 1707, 0, 3, 37, 4
L2_B20_S1_A6_M5A, 1708, 0, 3, 37, 5
L2_B20_S1_A6_M6A, 1709, 0, 3, 37, 6
L2_B20_S2_C6_M6C, 1710, 0, 3, 38, -6
L2_B20_S2_C6_M5C, 1711, 0, 3, 38, -5
L2_B20_S2_C6_M4C, 1712, 0, 3, 38, -4
L2_B20_S2_C6_M3C, 1713, 0, 3, 38, -3
L2_B20_S2_C6_M2C, 1714, 0, 3, 38, -2
L2_B20_S2_C6_M1C, 1715, 0, 3, 38, -1
L2_B20_S2_A7_M0, 1716, 0, 3, 38, 0
L2_B20_S2_A7_M1A, 1717, 0, 3, 38, 1
L2_B20_S2_A7_M2A, 1718, 0, 3, 38, 2
L2_B20_S2_A7_M3A, 1719, 0, 3, 38, 3
L2_B20_S2_A7_M4A, 1720, 0, 3, 38, 4
L2_B20_S2_A7_M5A, 1721, 0, 3, 38, 5
L2_B20_S2_A7_M6A, 1722, 0, 3, 38, 6
L2_B21_S1_C7_M6C, 1723, 0, 3, 39, -6
L2_B21_S1_C7_M5C, 1724, 0, 3, 39, -5
L2_B21_S1_C7_M4C, 1725, 0, 3, 39, -4
L2_B21_S1_C7_M3C, 1726, 0, 3, 39, -3
L2_B21_S1_C7_M2C, 1727, 0, 3, 39, -2
L2_B21_S1_C7_M1C, 1728, 0, 3, 39, -1
L2_B21_S1_C7_M0, 1729, 0, 3, 39, 0
L2_B21_S1_A6_M1A, 1730, 0, 3, 39, 1
L2_B21_S1_A6_M2A, 1731, 0, 3, 39, 2
L2_B21_S1_A6_M3A, 1732, 0, 3, 39, 3
L2_B21_S1_A6_M4A, 1733, 0, 3, 39, 4
L2_B21_S1_A6_M5A, 1734, 0, 3, 39, 5
L2_B21_S1_A6_M6A, 1735, 0, 3, 39, 6
L2_B21_S2_C6_M6C, 1736, 0, 3, 40, -6
L2_B21_S2_C6_M5C, 1737, 0, 3, 40, -5
L2_B21_S2_C6_M4C, 1738, 0, 3, 40, -4
L2_B21_S2_C6_M3C, 1739, 0, 3, 40, -3
L2_B21_S2_C6_M2C, 1740, 0, 3, 40, -2
L2_B21_S2_C6_M1C, 1741, 0, 3, 40, -1
L2_B21_S2_A7_M0, 1742, 0, 3, 40, 0
L2_B21_S2_A7_M1A, 1743, 0, 3, 40, 1
L2_B21_S2_A7_M2A, 1744, 0, 3, 40, 2
L2_B21_S2_A7_M3A, 1745, 0, 3, 40, 3
L2_B21_S2_A7_M4A, 1746, 0, 3, 40, 4
L2_B21_S2_A7_M5A, 1747, 0, 3, 40, 5
L2_B21_S2_A7_M6A, 1748, 0, 3, 40, 6
L2_B22_S1_C7_M6C, 1749, 0, 3, 41, -6
L2_B22_S1_C7_M5C, 1750, 0, 3, 41, -5
