#name, hash, bec, layer, phi, eta
LI_S15_C_34_M3_C7, 0, -4, 0, 0, 0
LI_S15_C_34_M4_C10, 1, -4, 0, 1, 0
LI_S15_C_12_M1_C1, 2, -4, 0, 2, 0
LI_S15_C_12_M2_C4, 3, -4, 0, 3, 0
LI_S15_C_34_M3_C8, 4, -4, 1, 0, 0
LI_S15_C_34_M4_C11, 5, -4, 1, 1, 0
LI_S15_C_12_M1_C2, 6, -4, 1, 2, 0
LI_S15_C_12_M2_C5, 7, -4, 1, 3, 0
LI_S15_C_34_M3_C9, 8, -4, 2, 0, 0
LI_S15_C_34_M4_C12, 9, -4, 2, 1, 0
LI_S15_C_12_M1_C3, 10, -4, 2, 2, 0
LI_S15_C_12_M2_C6, 11, -4, 2, 3, 0
D1C_B01_S2_M4, 12, -2, 0, 0, 0
D1C_B01_S2_M3, 13, -2, 0, 1, 0
D1C_B01_S2_M5, 14, -2, 0, 2, 0
D1C_B01_S2_M2, 15, -2, 0, 3, 0
D1C_B01_S2_M6, 16, -2, 0, 4, 0
D1C_B01_S2_M1, 17, -2, 0, 5, 0
D1C_B02_S1_M4, 18, -2, 0, 6, 0
D1C_B02_S1_M3, 19, -2, 0, 7, 0
D1C_B02_S1_M5, 20, -2, 0, 8, 0
D1C_B02_S1_M2, 21, -2, 0, 9, 0
D1C_B02_S1_M6, 22, -2, 0, 10, 0
D1C_B02_S1_M1, 23, -2, 0, 11, 0
D1C_B02_S2_M4, 24, -2, 0, 12, 0
D1C_B02_S2_M3, 25, -2, 0, 13, 0
D1C_B02_S2_M5, 26, -2, 0, 14, 0
D1C_B02_S2_M2, 27, -2, 0, 15, 0
D1C_B02_S2_M6, 28, -2, 0, 16, 0
D1C_B02_S2_M1, 29, -2, 0, 17, 0
D1C_B03_S1_M4, 30, -2, 0, 18, 0
D1C_B03_S1_M3, 31, -2, 0, 19, 0
D1C_B03_S1_M5, 32, -2, 0, 20, 0
D1C_B03_S1_M2, 33, -2, 0, 21, 0
D1C_B03_S1_M6, 34, -2, 0, 22, 0
D1C_B03_S1_M1, 35, -2, 0, 23, 0
D1C_B03_S2_M4, 36, -2, 0, 24, 0
D1C_B03_S2_M3, 37, -2, 0, 25, 0
D1C_B03_S2_M5, 38, -2, 0, 26, 0
D1C_B03_S2_M2, 39, -2, 0, 27, 0
D1C_B03_S2_M6, 40, -2, 0, 28, 0
D1C_B03_S2_M1, 41, -2, 0, 29, 0
D1C_B04_S1_M4, 42, -2, 0, 30, 0
D1C_B04_S1_M3, 43, -2, 0, 31, 0
D1C_B04_S1_M5, 44, -2, 0, 32, 0
D1C_B04_S1_M2, 45, -2, 0, 33, 0
D1C_B04_S1_M6, 46, -2, 0, 34, 0
D1C_B04_S1_M1, 47, -2, 0, 35, 0
D1C_B04_S2_M4, 48, -2, 0, 36, 0
D1C_B04_S2_M3, 49, -2, 0, 37, 0
D1C_B04_S2_M5, 50, -2, 0, 38, 0
D1C_B04_S2_M2, 51, -2, 0, 39, 0
D1C_B04_S2_M6, 52, -2, 0, 40, 0
D1C_B04_S2_M1, 53, -2, 0, 41, 0
D1C_B01_S1_M4, 54, -2, 0, 42, 0
D1C_B01_S1_M3, 55, -2, 0, 43, 0
D1C_B01_S1_M5, 56, -2, 0, 44, 0
D1C_B01_S1_M2, 57, -2, 0, 45, 0
D1C_B01_S1_M6, 58, -2, 0, 46, 0
D1C_B01_S1_M1, 59, -2, 0, 47, 0
D2C_B01_S2_M4, 60, -2, 1, 0, 0
D2C_B01_S2_M3, 61, -2, 1, 1, 0
D2C_B01_S2_M5, 62, -2, 1, 2, 0
D2C_B01_S2_M2, 63, -2, 1, 3, 0
D2C_B01_S2_M6, 64, -2, 1, 4, 0
D2C_B01_S2_M1, 65, -2, 1, 5, 0
D2C_B02_S1_M4, 66, -2, 1, 6, 0
D2C_B02_S1_M3, 67, -2, 1, 7, 0
D2C_B02_S1_M5, 68, -2, 1, 8, 0
D2C_B02_S1_M2, 69, -2, 1, 9, 0
D2C_B02_S1_M6, 70, -2, 1, 10, 0
D2C_B02_S1_M1, 71, -2, 1, 11, 0
D2C_B02_S2_M4, 72, -2, 1, 12, 0
D2C_B02_S2_M3, 73, -2, 1, 13, 0
D2C_B02_S2_M5, 74, -2, 1, 14, 0
D2C_B02_S2_M2, 75, -2, 1, 15, 0
D2C_B02_S2_M6, 76, -2, 1, 16, 0
D2C_B02_S2_M1, 77, -2, 1, 17, 0
D2C_B03_S1_M4, 78, -2, 1, 18, 0
D2C_B03_S1_M3, 79, -2, 1, 19, 0
D2C_B03_S1_M5, 80, -2, 1, 20, 0
D2C_B03_S1_M2, 81, -2, 1, 21, 0
D2C_B03_S1_M6, 82, -2, 1, 22, 0
D2C_B03_S1_M1, 83, -2, 1, 23, 0
D2C_B03_S2_M4, 84, -2, 1, 24, 0
D2C_B03_S2_M3, 85, -2, 1, 25, 0
D2C_B03_S2_M5, 86, -2, 1, 26, 0
D2C_B03_S2_M2, 87, -2, 1, 27, 0
D2C_B03_S2_M6, 88, -2, 1, 28, 0
D2C_B03_S2_M1, 89, -2, 1, 29, 0
D2C_B04_S1_M4, 90, -2, 1, 30, 0
D2C_B04_S1_M3, 91, -2, 1, 31, 0
D2C_B04_S1_M5, 92, -2, 1, 32, 0
D2C_B04_S1_M2, 93, -2, 1, 33, 0
D2C_B04_S1_M6, 94, -2, 1, 34, 0
D2C_B04_S1_M1, 95, -2, 1, 35, 0
D2C_B04_S2_M4, 96, -2, 1, 36, 0
D2C_B04_S2_M3, 97, -2, 1, 37, 0
D2C_B04_S2_M5, 98, -2, 1, 38, 0
D2C_B04_S2_M2, 99, -2, 1, 39, 0
D2C_B04_S2_M6, 100, -2, 1, 40, 0
D2C_B04_S2_M1, 101, -2, 1, 41, 0
D2C_B01_S1_M4, 102, -2, 1, 42, 0
D2C_B01_S1_M3, 103, -2, 1, 43, 0
D2C_B01_S1_M5, 104, -2, 1, 44, 0
D2C_B01_S1_M2, 105, -2, 1, 45, 0
D2C_B01_S1_M6, 106, -2, 1, 46, 0
D2C_B01_S1_M1, 107, -2, 1, 47, 0
D3C_B01_S2_M4, 108, -2, 2, 0, 0
D3C_B01_S2_M3, 109, -2, 2, 1, 0
D3C_B01_S2_M5, 110, -2, 2, 2, 0
D3C_B01_S2_M2, 111, -2, 2, 3, 0
D3C_B01_S2_M6, 112, -2, 2, 4, 0
D3C_B01_S2_M1, 113, -2, 2, 5, 0
D3C_B02_S1_M4, 114, -2, 2, 6, 0
D3C_B02_S1_M3, 115, -2, 2, 7, 0
D3C_B02_S1_M5, 116, -2, 2, 8, 0
D3C_B02_S1_M2, 117, -2, 2, 9, 0
D3C_B02_S1_M6, 118, -2, 2, 10, 0
D3C_B02_S1_M1, 119, -2, 2, 11, 0
D3C_B02_S2_M4, 120, -2, 2, 12, 0
D3C_B02_S2_M3, 121, -2, 2, 13, 0
D3C_B02_S2_M5, 122, -2, 2, 14, 0
D3C_B02_S2_M2, 123, -2, 2, 15, 0
D3C_B02_S2_M6, 124, -2, 2, 16, 0
D3C_B02_S2_M1, 125, -2, 2, 17, 0
D3C_B03_S1_M4, 126, -2, 2, 18, 0
D3C_B03_S1_M3, 127, -2, 2, 19, 0
D3C_B03_S1_M5, 128, -2, 2, 20, 0
D3C_B03_S1_M2, 129, -2, 2, 21, 0
D3C_B03_S1_M6, 130, -2, 2, 22, 0
D3C_B03_S1_M1, 131, -2, 2, 23, 0
D3C_B03_S2_M4, 132, -2, 2, 24, 0
D3C_B03_S2_M3, 133, -2, 2, 25, 0
D3C_B03_S2_M5, 134, -2, 2, 26, 0
D3C_B03_S2_M2, 135, -2, 2, 27, 0
D3C_B03_S2_M6, 136, -2, 2, 28, 0
D3C_B03_S2_M1, 137, -2, 2, 29, 0
D3C_B04_S1_M4, 138, -2, 2, 30, 0
D3C_B04_S1_M3, 139, -2, 2, 31, 0
D3C_B04_S1_M5, 140, -2, 2, 32, 0
D3C_B04_S1_M2, 141, -2, 2, 33, 0
D3C_B04_S1_M6, 142, -2, 2, 34, 0
D3C_B04_S1_M1, 143, -2, 2, 35, 0
D3C_B04_S2_M4, 144, -2, 2, 36, 0
D3C_B04_S2_M3, 145, -2, 2, 37, 0
D3C_B04_S2_M5, 146, -2, 2, 38, 0
D3C_B04_S2_M2, 147, -2, 2, 39, 0
D3C_B04_S2_M6, 148, -2, 2, 40, 0
D3C_B04_S2_M1, 149, -2, 2, 41, 0
D3C_B01_S1_M4, 150, -2, 2, 42, 0
D3C_B01_S1_M3, 151, -2, 2, 43, 0
D3C_B01_S1_M5, 152, -2, 2, 44, 0
D3C_B01_S1_M2, 153, -2, 2, 45, 0
D3C_B01_S1_M6, 154, -2, 2, 46, 0
D3C_B01_S1_M1, 155, -2, 2, 47, 0
LI_S01_C_M4_C8_2, 156, 0, 0, 0, -10
LI_S01_C_M4_C8_1, 157, 0, 0, 0, -9
LI_S01_C_M4_C7_2, 158, 0, 0, 0, -8
LI_S01_C_M4_C7_1, 159, 0, 0, 0, -7
LI_S01_C_M3_C6, 160, 0, 0, 0, -6
LI_S01_C_M3_C5, 161, 0, 0, 0, -5
LI_S01_C_M2_C4, 162, 0, 0, 0, -4
LI_S01_C_M2_C3, 163, 0, 0, 0, -3
LI_S01_C_M1_C2, 164, 0, 0, 0, -2
LI_S01_C_M1_C1, 165, 0, 0, 0, -1
LI_S01_A_M1_A1, 166, 0, 0, 0, 0
LI_S01_A_M1_A2, 167, 0, 0, 0, 1
LI_S01_A_M2_A3, 168, 0, 0, 0, 2
LI_S01_A_M2_A4, 169, 0, 0, 0, 3
LI_S01_A_M3_A5, 170, 0, 0, 0, 4
LI_S01_A_M3_A6, 171, 0, 0, 0, 5
LI_S01_A_M4_A7_1, 172, 0, 0, 0, 6
LI_S01_A_M4_A7_2, 173, 0, 0, 0, 7
LI_S01_A_M4_A8_1, 174, 0, 0, 0, 8
LI_S01_A_M4_A8_2, 175, 0, 0, 0, 9
LI_S02_C_M4_C8_2, 176, 0, 0, 1, -10
LI_S02_C_M4_C8_1, 177, 0, 0, 1, -9
LI_S02_C_M4_C7_2, 178, 0, 0, 1, -8
LI_S02_C_M4_C7_1, 179, 0, 0, 1, -7
LI_S02_C_M3_C6, 180, 0, 0, 1, -6
LI_S02_C_M3_C5, 181, 0, 0, 1, -5
LI_S02_C_M2_C4, 182, 0, 0, 1, -4
LI_S02_C_M2_C3, 183, 0, 0, 1, -3
LI_S02_C_M1_C2, 184, 0, 0, 1, -2
LI_S02_C_M1_C1, 185, 0, 0, 1, -1
LI_S02_A_M1_A1, 186, 0, 0, 1, 0
LI_S02_A_M1_A2, 187, 0, 0, 1, 1
LI_S02_A_M2_A3, 188, 0, 0, 1, 2
LI_S02_A_M2_A4, 189, 0, 0, 1, 3
LI_S02_A_M3_A5, 190, 0, 0, 1, 4
LI_S02_A_M3_A6, 191, 0, 0, 1, 5
LI_S02_A_M4_A7_1, 192, 0, 0, 1, 6
LI_S02_A_M4_A7_2, 193, 0, 0, 1, 7
LI_S02_A_M4_A8_1, 194, 0, 0, 1, 8
LI_S02_A_M4_A8_2, 195, 0, 0, 1, 9
LI_S03_C_M4_C8_2, 196, 0, 0, 2, -10
LI_S03_C_M4_C8_1, 197, 0, 0, 2, -9
LI_S03_C_M4_C7_2, 198, 0, 0, 2, -8
LI_S03_C_M4_C7_1, 199, 0, 0, 2, -7
LI_S03_C_M3_C6, 200, 0, 0, 2, -6
LI_S03_C_M3_C5, 201, 0, 0, 2, -5
LI_S03_C_M2_C4, 202, 0, 0, 2, -4
LI_S03_C_M2_C3, 203, 0, 0, 2, -3
LI_S03_C_M1_C2, 204, 0, 0, 2, -2
LI_S03_C_M1_C1, 205, 0, 0, 2, -1
LI_S03_A_M1_A1, 206, 0, 0, 2, 0
LI_S03_A_M1_A2, 207, 0, 0, 2, 1
LI_S03_A_M2_A3, 208, 0, 0, 2, 2
LI_S03_A_M2_A4, 209, 0, 0, 2, 3
LI_S03_A_M3_A5, 210, 0, 0, 2, 4
LI_S03_A_M3_A6, 211, 0, 0, 2, 5
LI_S03_A_M4_A7_1, 212, 0, 0, 2, 6
LI_S03_A_M4_A7_2, 213, 0, 0, 2, 7
LI_S03_A_M4_A8_1, 214, 0, 0, 2, 8
LI_S03_A_M4_A8_2, 215, 0, 0, 2, 9
LI_S04_C_M4_C8_2, 216, 0, 0, 3, -10
LI_S04_C_M4_C8_1, 217, 0, 0, 3, -9
LI_S04_C_M4_C7_2, 218, 0, 0, 3, -8
LI_S04_C_M4_C7_1, 219, 0, 0, 3, -7
LI_S04_C_M3_C6, 220, 0, 0, 3, -6
LI_S04_C_M3_C5, 221, 0, 0, 3, -5
LI_S04_C_M2_C4, 222, 0, 0, 3, -4
LI_S04_C_M2_C3, 223, 0, 0, 3, -3
LI_S04_C_M1_C2, 224, 0, 0, 3, -2
LI_S04_C_M1_C1, 225, 0, 0, 3, -1
LI_S04_A_M1_A1, 226, 0, 0, 3, 0
LI_S04_A_M1_A2, 227, 0, 0, 3, 1
LI_S04_A_M2_A3, 228, 0, 0, 3, 2
LI_S04_A_M2_A4, 229, 0, 0, 3, 3
LI_S04_A_M3_A5, 230, 0, 0, 3, 4
LI_S04_A_M3_A6, 231, 0, 0, 3, 5
LI_S04_A_M4_A7_1, 232, 0, 0, 3, 6
LI_S04_A_M4_A7_2, 233, 0, 0, 3, 7
LI_S04_A_M4_A8_1, 234, 0, 0, 3, 8
LI_S04_A_M4_A8_2, 235, 0, 0, 3, 9
LI_S05_C_M4_C8_2, 236, 0, 0, 4, -10
LI_S05_C_M4_C8_1, 237, 0, 0, 4, -9
LI_S05_C_M4_C7_2, 238, 0, 0, 4, -8
LI_S05_C_M4_C7_1, 239, 0, 0, 4, -7
LI_S05_C_M3_C6, 240, 0, 0, 4, -6
LI_S05_C_M3_C5, 241, 0, 0, 4, -5
LI_S05_C_M2_C4, 242, 0, 0, 4, -4
LI_S05_C_M2_C3, 243, 0, 0, 4, -3
LI_S05_C_M1_C2, 244, 0, 0, 4, -2
LI_S05_C_M1_C1, 245, 0, 0, 4, -1
LI_S05_A_M1_A1, 246, 0, 0, 4, 0
LI_S05_A_M1_A2, 247, 0, 0, 4, 1
LI_S05_A_M2_A3, 248, 0, 0, 4, 2
LI_S05_A_M2_A4, 249, 0, 0, 4, 3
LI_S05_A_M3_A5, 250, 0, 0, 4, 4
LI_S05_A_M3_A6, 251, 0, 0, 4, 5
LI_S05_A_M4_A7_1, 252, 0, 0, 4, 6
LI_S05_A_M4_A7_2, 253, 0, 0, 4, 7
LI_S05_A_M4_A8_1, 254, 0, 0, 4, 8
LI_S05_A_M4_A8_2, 255, 0, 0, 4, 9
LI_S06_C_M4_C8_2, 256, 0, 0, 5, -10
LI_S06_C_M4_C8_1, 257, 0, 0, 5, -9
LI_S06_C_M4_C7_2, 258, 0, 0, 5, -8
LI_S06_C_M4_C7_1, 259, 0, 0, 5, -7
LI_S06_C_M3_C6, 260, 0, 0, 5, -6
LI_S06_C_M3_C5, 261, 0, 0, 5, -5
LI_S06_C_M2_C4, 262, 0, 0, 5, -4
LI_S06_C_M2_C3, 263, 0, 0, 5, -3
LI_S06_C_M1_C2, 264, 0, 0, 5, -2
LI_S06_C_M1_C1, 265, 0, 0, 5, -1
LI_S06_A_M1_A1, 266, 0, 0, 5, 0
LI_S06_A_M1_A2, 267, 0, 0, 5, 1
LI_S06_A_M2_A3, 268, 0, 0, 5, 2
LI_S06_A_M2_A4, 269, 0, 0, 5, 3
LI_S06_A_M3_A5, 270, 0, 0, 5, 4
LI_S06_A_M3_A6, 271, 0, 0, 5, 5
LI_S06_A_M4_A7_1, 272, 0, 0, 5, 6
LI_S06_A_M4_A7_2, 273, 0, 0, 5, 7
LI_S06_A_M4_A8_1, 274, 0, 0, 5, 8
LI_S06_A_M4_A8_2, 275, 0, 0, 5, 9
LI_S07_C_M4_C8_2, 276, 0, 0, 6, -10
LI_S07_C_M4_C8_1, 277, 0, 0, 6, -9
LI_S07_C_M4_C7_2, 278, 0, 0, 6, -8
LI_S07_C_M4_C7_1, 279, 0, 0, 6, -7
LI_S07_C_M3_C6, 280, 0, 0, 6, -6
LI_S07_C_M3_C5, 281, 0, 0, 6, -5
LI_S07_C_M2_C4, 282, 0, 0, 6, -4
LI_S07_C_M2_C3, 283, 0, 0, 6, -3
LI_S07_C_M1_C2, 284, 0, 0, 6, -2
LI_S07_C_M1_C1, 285, 0, 0, 6, -1
LI_S07_A_M1_A1, 286, 0, 0, 6, 0
LI_S07_A_M1_A2, 287, 0, 0, 6, 1
LI_S07_A_M2_A3, 288, 0, 0, 6, 2
LI_S07_A_M2_A4, 289, 0, 0, 6, 3
LI_S07_A_M3_A5, 290, 0, 0, 6, 4
LI_S07_A_M3_A6, 291, 0, 0, 6, 5
LI_S07_A_M4_A7_1, 292, 0, 0, 6, 6
LI_S07_A_M4_A7_2, 293, 0, 0, 6, 7
LI_S07_A_M4_A8_1, 294, 0, 0, 6, 8
LI_S07_A_M4_A8_2, 295, 0, 0, 6, 9
LI_S08_C_M4_C8_2, 296, 0, 0, 7, -10
LI_S08_C_M4_C8_1, 297, 0, 0, 7, -9
LI_S08_C_M4_C7_2, 298, 0, 0, 7, -8
LI_S08_C_M4_C7_1, 299, 0, 0, 7, -7
LI_S08_C_M3_C6, 300, 0, 0, 7, -6
LI_S08_C_M3_C5, 301, 0, 0, 7, -5
LI_S08_C_M2_C4, 302, 0, 0, 7, -4
LI_S08_C_M2_C3, 303, 0, 0, 7, -3
LI_S08_C_M1_C2, 304, 0, 0, 7, -2
LI_S08_C_M1_C1, 305, 0, 0, 7, -1
LI_S08_A_M1_A1, 306, 0, 0, 7, 0
LI_S08_A_M1_A2, 307, 0, 0, 7, 1
LI_S08_A_M2_A3, 308, 0, 0, 7, 2
LI_S08_A_M2_A4, 309, 0, 0, 7, 3
LI_S08_A_M3_A5, 310, 0, 0, 7, 4
LI_S08_A_M3_A6, 311, 0, 0, 7, 5
LI_S08_A_M4_A7_1, 312, 0, 0, 7, 6
LI_S08_A_M4_A7_2, 313, 0, 0, 7, 7
LI_S08_A_M4_A8_1, 314, 0, 0, 7, 8
LI_S08_A_M4_A8_2, 315, 0, 0, 7, 9
LI_S09_C_M4_C8_2, 316, 0, 0, 8, -10
LI_S09_C_M4_C8_1, 317, 0, 0, 8, -9
LI_S09_C_M4_C7_2, 318, 0, 0, 8, -8
LI_S09_C_M4_C7_1, 319, 0, 0, 8, -7
LI_S09_C_M3_C6, 320, 0, 0, 8, -6
LI_S09_C_M3_C5, 321, 0, 0, 8, -5
LI_S09_C_M2_C4, 322, 0, 0, 8, -4
LI_S09_C_M2_C3, 323, 0, 0, 8, -3
LI_S09_C_M1_C2, 324, 0, 0, 8, -2
LI_S09_C_M1_C1, 325, 0, 0, 8, -1
LI_S09_A_M1_A1, 326, 0, 0, 8, 0
LI_S09_A_M1_A2, 327, 0, 0, 8, 1
LI_S09_A_M2_A3, 328, 0, 0, 8, 2
LI_S09_A_M2_A4, 329, 0, 0, 8, 3
LI_S09_A_M3_A5, 330, 0, 0, 8, 4
LI_S09_A_M3_A6, 331, 0, 0, 8, 5
LI_S09_A_M4_A7_1, 332, 0, 0, 8, 6
LI_S09_A_M4_A7_2, 333, 0, 0, 8, 7
LI_S09_A_M4_A8_1, 334, 0, 0, 8, 8
LI_S09_A_M4_A8_2, 335, 0, 0, 8, 9
LI_S10_C_M4_C8_2, 336, 0, 0, 9, -10
LI_S10_C_M4_C8_1, 337, 0, 0, 9, -9
LI_S10_C_M4_C7_2, 338, 0, 0, 9, -8
LI_S10_C_M4_C7_1, 339, 0, 0, 9, -7
LI_S10_C_M3_C6, 340, 0, 0, 9, -6
LI_S10_C_M3_C5, 341, 0, 0, 9, -5
LI_S10_C_M2_C4, 342, 0, 0, 9, -4
LI_S10_C_M2_C3, 343, 0, 0, 9, -3
LI_S10_C_M1_C2, 344, 0, 0, 9, -2
LI_S10_C_M1_C1, 345, 0, 0, 9, -1
LI_S10_A_M1_A1, 346, 0, 0, 9, 0
LI_S10_A_M1_A2, 347, 0, 0, 9, 1
LI_S10_A_M2_A3, 348, 0, 0, 9, 2
LI_S10_A_M2_A4, 349, 0, 0, 9, 3
LI_S10_A_M3_A5, 350, 0, 0, 9, 4
LI_S10_A_M3_A6, 351, 0, 0, 9, 5
LI_S10_A_M4_A7_1, 352, 0, 0, 9, 6
LI_S10_A_M4_A7_2, 353, 0, 0, 9, 7
LI_S10_A_M4_A8_1, 354, 0, 0, 9, 8
LI_S10_A_M4_A8_2, 355, 0, 0, 9, 9
LI_S11_C_M4_C8_2, 356, 0, 0, 10, -10
LI_S11_C_M4_C8_1, 357, 0, 0, 10, -9
LI_S11_C_M4_C7_2, 358, 0, 0, 10, -8
LI_S11_C_M4_C7_1, 359, 0, 0, 10, -7
LI_S11_C_M3_C6, 360, 0, 0, 10, -6
LI_S11_C_M3_C5, 361, 0, 0, 10, -5
LI_S11_C_M2_C4, 362, 0, 0, 10, -4
LI_S11_C_M2_C3, 363, 0, 0, 10, -3
LI_S11_C_M1_C2, 364, 0, 0, 10, -2
LI_S11_C_M1_C1, 365, 0, 0, 10, -1
LI_S11_A_M1_A1, 366, 0, 0, 10, 0
LI_S11_A_M1_A2, 367, 0, 0, 10, 1
LI_S11_A_M2_A3, 368, 0, 0, 10, 2
LI_S11_A_M2_A4, 369, 0, 0, 10, 3
LI_S11_A_M3_A5, 370, 0, 0, 10, 4
LI_S11_A_M3_A6, 371, 0, 0, 10, 5
LI_S11_A_M4_A7_1, 372, 0, 0, 10, 6
LI_S11_A_M4_A7_2, 373, 0, 0, 10, 7
LI_S11_A_M4_A8_1, 374, 0, 0, 10, 8
LI_S11_A_M4_A8_2, 375, 0, 0, 10, 9
LI_S12_C_M4_C8_2, 376, 0, 0, 11, -10
LI_S12_C_M4_C8_1, 377, 0, 0, 11, -9
LI_S12_C_M4_C7_2, 378, 0, 0, 11, -8
LI_S12_C_M4_C7_1, 379, 0, 0, 11, -7
LI_S12_C_M3_C6, 380, 0, 0, 11, -6
LI_S12_C_M3_C5, 381, 0, 0, 11, -5
LI_S12_C_M2_C4, 382, 0, 0, 11, -4
LI_S12_C_M2_C3, 383, 0, 0, 11, -3
LI_S12_C_M1_C2, 384, 0, 0, 11, -2
LI_S12_C_M1_C1, 385, 0, 0, 11, -1
LI_S12_A_M1_A1, 386, 0, 0, 11, 0
LI_S12_A_M1_A2, 387, 0, 0, 11, 1
LI_S12_A_M2_A3, 388, 0, 0, 11, 2
LI_S12_A_M2_A4, 389, 0, 0, 11, 3
LI_S12_A_M3_A5, 390, 0, 0, 11, 4
LI_S12_A_M3_A6, 391, 0, 0, 11, 5
LI_S12_A_M4_A7_1, 392, 0, 0, 11, 6
LI_S12_A_M4_A7_2, 393, 0, 0, 11, 7
LI_S12_A_M4_A8_1, 394, 0, 0, 11, 8
LI_S12_A_M4_A8_2, 395, 0, 0, 11, 9
LI_S13_C_M4_C8_2, 396, 0, 0, 12, -10
LI_S13_C_M4_C8_1, 397, 0, 0, 12, -9
LI_S13_C_M4_C7_2, 398, 0, 0, 12, -8
LI_S13_C_M4_C7_1, 399, 0, 0, 12, -7
LI_S13_C_M3_C6, 400, 0, 0, 12, -6
LI_S13_C_M3_C5, 401, 0, 0, 12, -5
LI_S13_C_M2_C4, 402, 0, 0, 12, -4
LI_S13_C_M2_C3, 403, 0, 0, 12, -3
LI_S13_C_M1_C2, 404, 0, 0, 12, -2
LI_S13_C_M1_C1, 405, 0, 0, 12, -1
LI_S13_A_M1_A1, 406, 0, 0, 12, 0
LI_S13_A_M1_A2, 407, 0, 0, 12, 1
LI_S13_A_M2_A3, 408, 0, 0, 12, 2
LI_S13_A_M2_A4, 409, 0, 0, 12, 3
LI_S13_A_M3_A5, 410, 0, 0, 12, 4
LI_S13_A_M3_A6, 411, 0, 0, 12, 5
LI_S13_A_M4_A7_1, 412, 0, 0, 12, 6
LI_S13_A_M4_A7_2, 413, 0, 0, 12, 7
LI_S13_A_M4_A8_1, 414, 0, 0, 12, 8
LI_S13_A_M4_A8_2, 415, 0, 0, 12, 9
LI_S14_C_M4_C8_2, 416, 0, 0, 13, -10
LI_S14_C_M4_C8_1, 417, 0, 0, 13, -9
LI_S14_C_M4_C7_2, 418, 0, 0, 13, -8
LI_S14_C_M4_C7_1, 419, 0, 0, 13, -7
LI_S14_C_M3_C6, 420, 0, 0, 13, -6
